Sales_ID,Product_ID,Store_ID,Sale_Date,Qty_Sold,Unit_Price,Total_Revenue,Colour,Season
S5426,474410,ST037,08/09/2024,1,14.9,14.9,09 BLACK,Spring/Summer
S5427,474410,ST001,07/11/2024,4,14.9,59.6,76 PURPLE,Spring/Summer
S5428,479004,ST025,03/03/2024,4,39.9,159.6,65 BLUE,Fall/Winter
S5429,479000,ST016,08/03/2024,3,49.9,149.7,62 BLUE,Spring/Summer
S5430,481673,ST037,08/24/2024,2,49.9,99.8,01 OFF WHITE,Spring/Summer
S5431,479000,ST037,09/24/2024,4,49.9,199.6,67 BLUE,Spring/Summer
S5432,474062,ST038,05/29/2024,3,29.9,89.7,12 PINK,Spring/Summer
S5433,478568,ST038,01/23/2024,4,69.9,279.6,19 WINE,Fall/Winter
S5434,481673,ST037,07/24/2024,1,49.9,49.9,38 DARK BROWN,Spring/Summer
S5435,481673,ST037,06/07/2024,4,49.9,199.6,38 DARK BROWN,Spring/Summer
S5436,474062,ST025,08/17/2024,5,29.9,149.5,12 PINK,Spring/Summer
S5437,474062,ST018,02/15/2024,5,29.9,149.5,56 OLIVE,Fall/Winter
S5438,479157,ST018,04/29/2024,2,49.9,99.8,19 WINE,Spring/Summer
S5439,479004,ST016,02/22/2024,2,39.9,79.8,69 NAVY,Fall/Winter
S5440,481673,ST029,11/01/2024,4,49.9,199.6,69 NAVY,Fall/Winter
S5441,474062,ST038,08/29/2024,4,29.9,119.6,56 OLIVE,Spring/Summer
S5442,479004,ST018,05/09/2024,1,39.9,39.9,69 NAVY,Spring/Summer
S5443,479000,ST038,06/23/2024,4,49.9,199.6,08 DARK GRAY,Spring/Summer
S5444,479157,ST016,09/26/2024,3,49.9,149.7,72 PURPLE,Spring/Summer
S5445,479004,ST029,02/15/2024,2,39.9,79.8,69 NAVY,Fall/Winter
S5446,481673,ST037,04/07/2024,4,49.9,199.6,03 GRAY,Spring/Summer
S5447,474062,ST001,12/27/2024,4,29.9,119.6,09 BLACK,Fall/Winter
S5448,474410,ST001,04/29/2024,2,14.9,29.8,03 GRAY,Spring/Summer
S5449,479157,ST025,08/09/2024,1,49.9,49.9,62 BLUE,Spring/Summer
S5450,479000,ST029,01/13/2024,3,49.9,149.7,62 BLUE,Fall/Winter
S5451,474410,ST045,04/30/2024,5,14.9,74.5,11 PINK,Spring/Summer
S5452,474410,ST025,12/09/2024,3,14.9,44.7,00 WHITE,Fall/Winter
S5453,479608,ST016,05/31/2024,1,29.9,29.9,01 OFF WHITE,Spring/Summer
S5454,474062,ST025,06/03/2024,3,29.9,89.7,09 BLACK,Spring/Summer
S5455,476113,ST018,07/09/2024,4,39.9,159.6,61 BLUE,Spring/Summer
S5456,478568,ST037,07/28/2024,5,69.9,349.5,70 LIGHT PURPLE,Spring/Summer
S5457,481673,ST029,03/07/2024,3,49.9,149.7,54 GREEN,Fall/Winter
S5458,479157,ST025,11/27/2024,3,49.9,149.7,57 OLIVE,Fall/Winter
S5459,479608,ST001,02/17/2024,3,29.9,89.7,09 BLACK,Fall/Winter
S5460,479000,ST016,09/11/2024,2,49.9,99.8,69 NAVY,Spring/Summer
S5461,474410,ST025,09/30/2024,3,14.9,44.7,03 GRAY,Spring/Summer
S5462,474410,ST025,03/09/2024,4,14.9,59.6,69 NAVY,Fall/Winter
S5463,476113,ST001,01/31/2024,3,39.9,119.7,00 WHITE,Fall/Winter
S5464,479608,ST018,03/20/2024,4,29.9,119.6,76 PURPLE,Fall/Winter
S5465,474410,ST001,11/17/2024,4,14.9,59.6,31 BEIGE,Fall/Winter
S5466,478568,ST016,02/20/2024,1,69.9,69.9,09 BLACK,Fall/Winter
S5467,481673,ST025,09/01/2024,3,49.9,149.7,15 RED,Spring/Summer
S5468,479157,ST038,10/10/2024,4,49.9,199.6,57 OLIVE,Fall/Winter
S5469,474410,ST010,10/05/2024,4,14.9,59.6,03 GRAY,Fall/Winter
S5470,481673,ST025,10/22/2024,5,49.9,249.5,38 DARK BROWN,Fall/Winter
S5471,479157,ST037,09/06/2024,5,49.9,249.5,57 OLIVE,Spring/Summer
S5472,481673,ST016,12/16/2024,2,49.9,99.8,61 BLUE,Fall/Winter
S5473,479608,ST038,06/01/2024,2,29.9,59.8,09 BLACK,Spring/Summer
S5474,481673,ST037,08/15/2024,2,49.9,99.8,61 BLUE,Spring/Summer
S5475,474062,ST038,01/12/2024,4,29.9,119.6,12 PINK,Fall/Winter
S5476,479608,ST001,10/17/2024,1,29.9,29.9,69 NAVY,Fall/Winter
S5477,474062,ST045,07/05/2024,2,29.9,59.8,21 LIGHT ORANGE,Spring/Summer
S5478,476113,ST020,06/08/2024,4,39.9,159.6,61 BLUE,Spring/Summer
S5479,474410,ST025,03/15/2024,4,14.9,59.6,76 PURPLE,Fall/Winter
S5480,479608,ST020,11/10/2024,1,29.9,29.9,09 BLACK,Fall/Winter
S5481,478730,ST018,11/29/2024,3,49.9,149.7,68 BLUE,Fall/Winter
S5482,479004,ST029,11/28/2024,1,39.9,39.9,65 BLUE,Fall/Winter
S5483,479000,ST001,06/15/2024,4,49.9,199.6,67 BLUE,Spring/Summer
S5484,481673,ST010,09/22/2024,2,49.9,99.8,03 GRAY,Spring/Summer
S5485,474410,ST025,05/27/2024,3,14.9,44.7,09 BLACK,Spring/Summer
S5486,478568,ST018,07/16/2024,2,69.9,139.8,70 LIGHT PURPLE,Spring/Summer
S5487,479157,ST018,03/03/2024,3,49.9,149.7,01 OFF WHITE,Fall/Winter
S5488,474062,ST037,02/25/2024,4,29.9,119.6,56 OLIVE,Fall/Winter
S5489,474062,ST018,08/26/2024,2,29.9,59.8,21 LIGHT ORANGE,Spring/Summer
S5490,479000,ST025,04/17/2024,3,49.9,149.7,69 NAVY,Spring/Summer
S5491,478568,ST020,01/24/2024,1,69.9,69.9,32 BEIGE,Fall/Winter
S5492,479608,ST010,11/06/2024,1,29.9,29.9,32 BEIGE,Fall/Winter
S5493,474062,ST045,11/18/2024,5,29.9,149.5,56 OLIVE,Fall/Winter
S5494,476113,ST045,07/23/2024,1,39.9,39.9,61 BLUE,Spring/Summer
S5495,481673,ST029,11/19/2024,5,49.9,249.5,69 NAVY,Fall/Winter
S5496,476113,ST045,06/16/2024,1,39.9,39.9,61 BLUE,Spring/Summer
S5497,478730,ST029,11/15/2024,5,49.9,249.5,08 DARK GRAY,Fall/Winter
S5498,474410,ST010,04/01/2024,2,14.9,29.8,11 PINK,Spring/Summer
S5499,479157,ST010,11/18/2024,4,49.9,199.6,72 PURPLE,Fall/Winter
S5500,479157,ST018,09/13/2024,4,49.9,199.6,57 OLIVE,Spring/Summer
S5501,478568,ST010,04/09/2024,4,69.9,279.6,01 OFF WHITE,Spring/Summer
S5502,474410,ST016,08/04/2024,1,14.9,14.9,69 NAVY,Spring/Summer
S5503,479157,ST001,12/25/2024,3,49.9,149.7,02 LIGHT GRAY,Fall/Winter
S5504,474062,ST038,01/13/2024,3,29.9,89.7,69 NAVY,Fall/Winter
S5505,478730,ST029,02/02/2024,2,49.9,99.8,68 BLUE,Fall/Winter
S5506,479000,ST045,01/02/2024,5,49.9,249.5,67 BLUE,Fall/Winter
S5507,474410,ST018,05/15/2024,5,14.9,74.5,11 PINK,Spring/Summer
S5508,476113,ST010,12/15/2024,1,39.9,39.9,61 BLUE,Fall/Winter
S5509,481673,ST025,03/08/2024,2,49.9,99.8,38 DARK BROWN,Fall/Winter
S5510,476113,ST025,08/18/2024,5,39.9,199.5,59 DARK GREEN,Spring/Summer
S5511,476113,ST037,11/09/2024,5,39.9,199.5,59 DARK GREEN,Fall/Winter
S5512,479004,ST001,11/24/2024,2,39.9,79.8,63 BLUE,Fall/Winter
S5513,479608,ST025,08/27/2024,5,29.9,149.5,07 GRAY,Spring/Summer
S5514,479004,ST001,02/18/2024,4,39.9,159.6,63 BLUE,Fall/Winter
S5515,474410,ST010,02/07/2024,3,14.9,44.7,09 BLACK,Fall/Winter
S5516,476113,ST010,08/22/2024,5,39.9,199.5,00 WHITE,Spring/Summer
S5517,478568,ST029,08/02/2024,5,69.9,349.5,09 BLACK,Spring/Summer
S5518,478568,ST025,06/05/2024,3,69.9,209.7,01 OFF WHITE,Spring/Summer
S5519,479157,ST037,10/19/2024,2,49.9,99.8,01 OFF WHITE,Fall/Winter
S5520,479157,ST010,12/27/2024,4,49.9,199.6,02 LIGHT GRAY,Fall/Winter
S5521,474410,ST037,04/25/2024,2,14.9,29.8,09 BLACK,Spring/Summer
S5522,474410,ST010,11/30/2024,2,14.9,29.8,09 BLACK,Fall/Winter
S5523,479157,ST045,08/28/2024,2,49.9,99.8,72 PURPLE,Spring/Summer
S5524,478730,ST016,07/19/2024,4,49.9,199.6,58 DARK GREEN,Spring/Summer
S5525,478730,ST037,10/12/2024,4,49.9,199.6,58 DARK GREEN,Fall/Winter
S5526,479157,ST020,10/15/2024,3,49.9,149.7,72 PURPLE,Fall/Winter
S5527,474410,ST037,07/21/2024,2,14.9,29.8,76 PURPLE,Spring/Summer
S5528,479000,ST025,03/31/2024,5,49.9,249.5,08 DARK GRAY,Fall/Winter
S5529,479000,ST037,08/30/2024,5,49.9,249.5,62 BLUE,Spring/Summer
S5530,479608,ST016,09/26/2024,3,29.9,89.7,07 GRAY,Spring/Summer
S5531,481673,ST016,08/20/2024,2,49.9,99.8,61 BLUE,Spring/Summer
S5532,474062,ST025,02/26/2024,1,29.9,29.9,56 OLIVE,Fall/Winter
S5533,479608,ST016,05/10/2024,4,29.9,119.6,76 PURPLE,Spring/Summer
S5534,474410,ST001,09/24/2024,3,14.9,44.7,31 BEIGE,Spring/Summer
S5535,479000,ST018,02/07/2024,4,49.9,199.6,69 NAVY,Fall/Winter
S5536,479004,ST016,11/26/2024,3,39.9,119.7,69 NAVY,Fall/Winter
S5537,478730,ST038,03/26/2024,3,49.9,149.7,58 DARK GREEN,Fall/Winter
S5538,479157,ST016,10/16/2024,4,49.9,199.6,08 DARK GRAY,Fall/Winter
S5539,474062,ST016,11/06/2024,5,29.9,149.5,30 NATURAL,Fall/Winter
S5540,479608,ST025,10/30/2024,4,29.9,119.6,76 PURPLE,Fall/Winter
S5541,476113,ST045,10/13/2024,3,39.9,119.7,61 BLUE,Fall/Winter
S5542,474410,ST020,12/05/2024,3,14.9,44.7,56 OLIVE,Fall/Winter
S5543,481673,ST018,09/27/2024,1,49.9,49.9,38 DARK BROWN,Spring/Summer
S5544,479608,ST025,06/30/2024,4,29.9,119.6,69 NAVY,Spring/Summer
S5545,474410,ST025,09/02/2024,2,14.9,29.8,76 PURPLE,Spring/Summer
S5546,479157,ST038,12/14/2024,4,49.9,199.6,68 BLUE,Fall/Winter
S5547,479608,ST016,11/07/2024,3,29.9,89.7,76 PURPLE,Fall/Winter
S5548,479157,ST029,10/06/2024,1,49.9,49.9,72 PURPLE,Fall/Winter
S5549,478568,ST025,02/10/2024,4,69.9,279.6,70 LIGHT PURPLE,Fall/Winter
S5550,479000,ST016,06/03/2024,1,49.9,49.9,62 BLUE,Spring/Summer
S5551,474410,ST025,11/29/2024,1,14.9,14.9,76 PURPLE,Fall/Winter
S5552,481673,ST025,08/15/2024,3,49.9,149.7,03 GRAY,Spring/Summer
S5553,476113,ST016,09/06/2024,1,39.9,39.9,09 BLACK,Spring/Summer
S5554,479608,ST038,11/20/2024,4,29.9,119.6,07 GRAY,Fall/Winter
S5555,474062,ST029,08/14/2024,2,29.9,59.8,12 PINK,Spring/Summer
S5556,474410,ST010,03/02/2024,3,14.9,44.7,76 PURPLE,Fall/Winter
S5557,474062,ST045,08/14/2024,5,29.9,149.5,21 LIGHT ORANGE,Spring/Summer
S5558,479157,ST045,10/23/2024,4,49.9,199.6,62 BLUE,Fall/Winter
S5559,479000,ST018,06/10/2024,4,49.9,199.6,69 NAVY,Spring/Summer
S5560,476113,ST029,02/29/2024,4,39.9,159.6,10 PINK,Fall/Winter
S5561,479000,ST010,09/06/2024,3,49.9,149.7,69 NAVY,Spring/Summer
S5562,474062,ST020,12/14/2024,3,29.9,89.7,56 OLIVE,Fall/Winter
S5563,479004,ST018,09/08/2024,4,39.9,159.6,65 BLUE,Spring/Summer
S5564,474062,ST020,11/27/2024,1,29.9,29.9,21 LIGHT ORANGE,Fall/Winter
S5565,478730,ST020,10/26/2024,5,49.9,249.5,68 BLUE,Fall/Winter
S5566,479157,ST020,06/06/2024,3,49.9,149.7,02 LIGHT GRAY,Spring/Summer
S5567,474410,ST045,04/29/2024,1,14.9,14.9,56 OLIVE,Spring/Summer
S5568,474410,ST001,04/05/2024,5,14.9,74.5,11 PINK,Spring/Summer
S5569,476113,ST029,09/16/2024,2,39.9,79.8,09 BLACK,Spring/Summer
S5570,474410,ST045,02/12/2024,2,14.9,29.8,76 PURPLE,Fall/Winter
S5571,474062,ST001,06/03/2024,5,29.9,149.5,30 NATURAL,Spring/Summer
S5572,479157,ST037,02/15/2024,3,49.9,149.7,57 OLIVE,Fall/Winter
S5573,479157,ST045,05/25/2024,1,49.9,49.9,19 WINE,Spring/Summer
S5574,479608,ST038,02/19/2024,2,29.9,59.8,76 PURPLE,Fall/Winter
S5575,481673,ST045,09/07/2024,5,49.9,249.5,03 GRAY,Spring/Summer
S5576,481673,ST001,04/04/2024,1,49.9,49.9,01 OFF WHITE,Spring/Summer
S5577,476113,ST010,03/03/2024,3,39.9,119.7,00 WHITE,Fall/Winter
S5578,474062,ST025,07/10/2024,5,29.9,149.5,12 PINK,Spring/Summer
S5579,481673,ST001,10/20/2024,1,49.9,49.9,69 NAVY,Fall/Winter
S5580,481673,ST029,11/05/2024,5,49.9,249.5,01 OFF WHITE,Fall/Winter
S5581,481673,ST020,11/15/2024,5,49.9,249.5,01 OFF WHITE,Fall/Winter
S5582,479157,ST020,10/22/2024,5,49.9,249.5,57 OLIVE,Fall/Winter
S5583,478730,ST016,02/20/2024,2,49.9,99.8,68 BLUE,Fall/Winter
S5584,474062,ST025,07/19/2024,4,29.9,119.6,30 NATURAL,Spring/Summer
S5585,479004,ST025,06/06/2024,3,39.9,119.7,69 NAVY,Spring/Summer
S5586,479157,ST025,07/11/2024,2,49.9,99.8,62 BLUE,Spring/Summer
S5587,479608,ST029,10/20/2024,2,29.9,59.8,09 BLACK,Fall/Winter
S5588,481673,ST025,12/02/2024,3,49.9,149.7,38 DARK BROWN,Fall/Winter
S5589,479157,ST029,05/03/2024,2,49.9,99.8,01 OFF WHITE,Spring/Summer
S5590,474410,ST038,11/27/2024,3,14.9,44.7,11 PINK,Fall/Winter
S5591,479157,ST025,06/29/2024,2,49.9,99.8,62 BLUE,Spring/Summer
S5592,479157,ST025,05/02/2024,4,49.9,199.6,01 OFF WHITE,Spring/Summer
S5593,474410,ST001,09/13/2024,4,14.9,59.6,69 NAVY,Spring/Summer
S5594,476113,ST018,05/27/2024,3,39.9,119.7,59 DARK GREEN,Spring/Summer
S5595,479004,ST010,09/23/2024,2,39.9,79.8,63 BLUE,Spring/Summer
S5596,474062,ST020,02/04/2024,5,29.9,149.5,69 NAVY,Fall/Winter
S5597,479157,ST018,12/12/2024,4,49.9,199.6,19 WINE,Fall/Winter
S5598,479608,ST020,10/16/2024,1,29.9,29.9,32 BEIGE,Fall/Winter
S5599,474410,ST038,08/15/2024,4,14.9,59.6,69 NAVY,Spring/Summer
S5600,476113,ST001,08/30/2024,5,39.9,199.5,61 BLUE,Spring/Summer
S5601,478730,ST025,12/11/2024,5,49.9,249.5,58 DARK GREEN,Fall/Winter
S5602,479608,ST037,08/15/2024,2,29.9,59.8,09 BLACK,Spring/Summer
S5603,476113,ST037,03/06/2024,5,39.9,199.5,61 BLUE,Fall/Winter
S5604,479157,ST038,02/20/2024,3,49.9,149.7,19 WINE,Fall/Winter
S5605,474062,ST018,08/20/2024,4,29.9,119.6,56 OLIVE,Spring/Summer
S5606,479004,ST020,07/27/2024,5,39.9,199.5,69 NAVY,Spring/Summer
S5607,479000,ST029,08/30/2024,1,49.9,49.9,67 BLUE,Spring/Summer
S5608,478568,ST020,09/16/2024,3,69.9,209.7,01 OFF WHITE,Spring/Summer
S5609,479608,ST018,02/20/2024,2,29.9,59.8,07 GRAY,Fall/Winter
S5610,479000,ST029,05/13/2024,2,49.9,99.8,67 BLUE,Spring/Summer
S5611,479608,ST045,03/13/2024,2,29.9,59.8,01 OFF WHITE,Fall/Winter
S5612,479608,ST020,06/14/2024,4,29.9,119.6,07 GRAY,Spring/Summer
S5613,479000,ST045,05/24/2024,5,49.9,249.5,08 DARK GRAY,Spring/Summer
S5614,481673,ST025,12/23/2024,5,49.9,249.5,01 OFF WHITE,Fall/Winter
S5615,476113,ST037,10/24/2024,2,39.9,79.8,10 PINK,Fall/Winter
S5616,474062,ST020,09/28/2024,5,29.9,149.5,56 OLIVE,Spring/Summer
S5617,474410,ST025,06/10/2024,5,14.9,74.5,11 PINK,Spring/Summer
S5618,474410,ST037,10/27/2024,1,14.9,14.9,56 OLIVE,Fall/Winter
S5619,479608,ST018,10/03/2024,5,29.9,149.5,69 NAVY,Fall/Winter
S5620,478568,ST037,07/16/2024,1,69.9,69.9,70 LIGHT PURPLE,Spring/Summer
S5621,481673,ST025,04/10/2024,2,49.9,99.8,61 BLUE,Spring/Summer
S5622,478568,ST029,04/03/2024,4,69.9,279.6,56 OLIVE,Spring/Summer
S5623,481673,ST020,05/20/2024,1,49.9,49.9,03 GRAY,Spring/Summer
S5624,478730,ST010,01/12/2024,4,49.9,199.6,68 BLUE,Fall/Winter
S5625,476113,ST038,12/09/2024,1,39.9,39.9,61 BLUE,Fall/Winter
S5626,479608,ST020,01/22/2024,5,29.9,149.5,09 BLACK,Fall/Winter
S5627,478568,ST001,07/05/2024,4,69.9,279.6,56 OLIVE,Spring/Summer
S5628,474062,ST001,12/19/2024,5,29.9,149.5,12 PINK,Fall/Winter
S5629,481673,ST020,11/15/2024,4,49.9,199.6,61 BLUE,Fall/Winter
S5630,478730,ST018,03/21/2024,2,49.9,99.8,58 DARK GREEN,Fall/Winter
S5631,474410,ST020,04/24/2024,5,14.9,74.5,76 PURPLE,Spring/Summer
S5632,474410,ST029,07/11/2024,2,14.9,29.8,56 OLIVE,Spring/Summer
S5633,479608,ST038,03/13/2024,4,29.9,119.6,69 NAVY,Fall/Winter
S5634,481673,ST038,10/08/2024,3,49.9,149.7,03 GRAY,Fall/Winter
S5635,481673,ST045,04/07/2024,5,49.9,249.5,61 BLUE,Spring/Summer
S5636,481673,ST016,04/06/2024,3,49.9,149.7,01 OFF WHITE,Spring/Summer
S5637,481673,ST010,06/02/2024,5,49.9,249.5,61 BLUE,Spring/Summer
S5638,479004,ST001,10/14/2024,3,39.9,119.7,65 BLUE,Fall/Winter
S5639,479000,ST016,05/23/2024,4,49.9,199.6,62 BLUE,Spring/Summer
S5640,474410,ST016,05/03/2024,3,14.9,44.7,56 OLIVE,Spring/Summer
S5641,479608,ST016,07/09/2024,3,29.9,89.7,76 PURPLE,Spring/Summer
S5642,481673,ST001,06/05/2024,5,49.9,249.5,69 NAVY,Spring/Summer
S5643,481673,ST037,06/21/2024,4,49.9,199.6,03 GRAY,Spring/Summer
S5644,474410,ST038,05/15/2024,5,14.9,74.5,31 BEIGE,Spring/Summer
S5645,481673,ST020,07/29/2024,1,49.9,49.9,15 RED,Spring/Summer
S5646,474410,ST029,07/30/2024,3,14.9,44.7,09 BLACK,Spring/Summer
S5647,479157,ST029,09/12/2024,5,49.9,249.5,19 WINE,Spring/Summer
S5648,478730,ST025,08/13/2024,1,49.9,49.9,58 DARK GREEN,Spring/Summer
S5649,479157,ST025,02/24/2024,4,49.9,199.6,01 OFF WHITE,Fall/Winter
S5650,479608,ST045,10/19/2024,4,29.9,119.6,76 PURPLE,Fall/Winter
S5651,474410,ST037,02/25/2024,1,14.9,14.9,00 WHITE,Fall/Winter
S5652,479157,ST045,10/26/2024,1,49.9,49.9,01 OFF WHITE,Fall/Winter
S5653,479608,ST045,07/07/2024,5,29.9,149.5,76 PURPLE,Spring/Summer
S5654,476113,ST016,10/23/2024,3,39.9,119.7,00 WHITE,Fall/Winter
S5655,481673,ST037,09/23/2024,5,49.9,249.5,61 BLUE,Spring/Summer
S5656,479157,ST020,09/11/2024,3,49.9,149.7,19 WINE,Spring/Summer
S5657,479608,ST020,02/28/2024,1,29.9,29.9,60 LIGHT BLUE,Fall/Winter
S5658,478568,ST018,04/15/2024,2,69.9,139.8,01 OFF WHITE,Spring/Summer
S5659,479000,ST001,02/13/2024,2,49.9,99.8,69 NAVY,Fall/Winter
S5660,479004,ST029,07/22/2024,4,39.9,159.6,69 NAVY,Spring/Summer
S5661,479000,ST029,05/30/2024,5,49.9,249.5,69 NAVY,Spring/Summer
S5662,474410,ST037,09/28/2024,5,14.9,74.5,69 NAVY,Spring/Summer
S5663,478730,ST045,04/17/2024,5,49.9,249.5,58 DARK GREEN,Spring/Summer
S5664,481673,ST018,09/17/2024,2,49.9,99.8,61 BLUE,Spring/Summer
S5665,478568,ST001,12/29/2024,2,69.9,139.8,01 OFF WHITE,Fall/Winter
S5666,474062,ST029,05/25/2024,1,29.9,29.9,56 OLIVE,Spring/Summer
S5667,479157,ST037,12/07/2024,4,49.9,199.6,19 WINE,Fall/Winter
S5668,478568,ST010,07/26/2024,2,69.9,139.8,56 OLIVE,Spring/Summer
S5669,478730,ST038,10/03/2024,2,49.9,99.8,58 DARK GREEN,Fall/Winter
S5670,479000,ST001,05/24/2024,4,49.9,199.6,08 DARK GRAY,Spring/Summer
S5671,476113,ST016,07/19/2024,3,39.9,119.7,61 BLUE,Spring/Summer
S5672,479000,ST020,04/29/2024,1,49.9,49.9,69 NAVY,Spring/Summer
S5673,474410,ST045,08/19/2024,1,14.9,14.9,03 GRAY,Spring/Summer
S5674,476113,ST045,07/22/2024,1,39.9,39.9,09 BLACK,Spring/Summer
S5675,474062,ST018,02/02/2024,3,29.9,89.7,09 BLACK,Fall/Winter
S5676,479608,ST038,09/06/2024,4,29.9,119.6,32 BEIGE,Spring/Summer
S5677,478568,ST025,11/08/2024,3,69.9,209.7,32 BEIGE,Fall/Winter
S5678,479157,ST010,03/22/2024,4,49.9,199.6,57 OLIVE,Fall/Winter
S5679,479000,ST001,09/08/2024,5,49.9,249.5,08 DARK GRAY,Spring/Summer
S5680,479608,ST001,01/05/2024,5,29.9,149.5,69 NAVY,Fall/Winter
S5681,479608,ST001,08/10/2024,5,29.9,149.5,07 GRAY,Spring/Summer
S5682,481673,ST037,01/28/2024,5,49.9,249.5,54 GREEN,Fall/Winter
S5683,474410,ST016,01/18/2024,3,14.9,44.7,09 BLACK,Fall/Winter
S5684,474410,ST010,09/12/2024,4,14.9,59.6,00 WHITE,Spring/Summer
S5685,474062,ST037,10/03/2024,2,29.9,59.8,56 OLIVE,Fall/Winter
S5686,479608,ST020,11/05/2024,3,29.9,89.7,32 BEIGE,Fall/Winter
S5687,481673,ST020,07/07/2024,4,49.9,199.6,69 NAVY,Spring/Summer
S5688,474410,ST001,04/12/2024,4,14.9,59.6,03 GRAY,Spring/Summer
S5689,474410,ST010,05/16/2024,4,14.9,59.6,56 OLIVE,Spring/Summer
S5690,479608,ST025,11/28/2024,3,29.9,89.7,60 LIGHT BLUE,Fall/Winter
S5691,474062,ST010,11/24/2024,3,29.9,89.7,30 NATURAL,Fall/Winter
S5692,479157,ST029,06/11/2024,2,49.9,99.8,08 DARK GRAY,Spring/Summer
S5693,479157,ST016,03/14/2024,2,49.9,99.8,02 LIGHT GRAY,Fall/Winter
S5694,479004,ST025,10/23/2024,5,39.9,199.5,63 BLUE,Fall/Winter
S5695,476113,ST016,03/21/2024,3,39.9,119.7,09 BLACK,Fall/Winter
S5696,478730,ST045,08/01/2024,3,49.9,149.7,31 BEIGE,Spring/Summer
S5697,474410,ST010,07/08/2024,1,14.9,14.9,00 WHITE,Spring/Summer
S5698,474062,ST010,05/31/2024,2,29.9,59.8,12 PINK,Spring/Summer
S5699,479004,ST037,12/29/2024,3,39.9,119.7,69 NAVY,Fall/Winter
S5700,474062,ST025,08/02/2024,4,29.9,119.6,21 LIGHT ORANGE,Spring/Summer
S5701,478730,ST029,10/06/2024,1,49.9,49.9,31 BEIGE,Fall/Winter
S5702,476113,ST038,07/24/2024,3,39.9,119.7,61 BLUE,Spring/Summer
S5703,481673,ST010,05/25/2024,2,49.9,99.8,61 BLUE,Spring/Summer
S5704,479000,ST016,08/29/2024,1,49.9,49.9,67 BLUE,Spring/Summer
S5705,474062,ST029,12/09/2024,3,29.9,89.7,21 LIGHT ORANGE,Fall/Winter
S5706,478568,ST025,01/01/2024,3,69.9,209.7,56 OLIVE,Fall/Winter
S5707,479608,ST038,09/02/2024,1,29.9,29.9,69 NAVY,Spring/Summer
S5708,479000,ST025,12/10/2024,4,49.9,199.6,08 DARK GRAY,Fall/Winter
S5709,478568,ST020,04/05/2024,2,69.9,139.8,09 BLACK,Spring/Summer
S5710,474410,ST001,07/07/2024,2,14.9,29.8,69 NAVY,Spring/Summer
S5711,474062,ST001,06/18/2024,3,29.9,89.7,69 NAVY,Spring/Summer
S5712,481673,ST038,12/04/2024,1,49.9,49.9,38 DARK BROWN,Fall/Winter
S5713,479608,ST018,07/19/2024,1,29.9,29.9,60 LIGHT BLUE,Spring/Summer
S5714,478568,ST018,02/04/2024,4,69.9,279.6,19 WINE,Fall/Winter
S5715,479608,ST018,01/29/2024,3,29.9,89.7,76 PURPLE,Fall/Winter
S5716,479608,ST018,05/08/2024,2,29.9,59.8,76 PURPLE,Spring/Summer
S5717,476113,ST045,05/13/2024,2,39.9,79.8,10 PINK,Spring/Summer
S5718,479157,ST038,12/26/2024,5,49.9,249.5,02 LIGHT GRAY,Fall/Winter
S5719,481673,ST029,07/28/2024,5,49.9,249.5,69 NAVY,Spring/Summer
S5720,479000,ST001,10/17/2024,5,49.9,249.5,62 BLUE,Fall/Winter
S5721,476113,ST025,07/05/2024,1,39.9,39.9,59 DARK GREEN,Spring/Summer
S5722,479608,ST010,03/14/2024,2,29.9,59.8,09 BLACK,Fall/Winter
S5723,474410,ST045,01/06/2024,5,14.9,74.5,11 PINK,Fall/Winter
S5724,474410,ST045,05/23/2024,1,14.9,14.9,09 BLACK,Spring/Summer
S5725,478730,ST029,12/12/2024,1,49.9,49.9,31 BEIGE,Fall/Winter
S5726,479157,ST045,03/11/2024,1,49.9,49.9,19 WINE,Fall/Winter
S5727,474410,ST016,05/17/2024,5,14.9,74.5,00 WHITE,Spring/Summer
S5728,478730,ST010,11/09/2024,1,49.9,49.9,08 DARK GRAY,Fall/Winter
S5729,474410,ST025,03/05/2024,1,14.9,14.9,56 OLIVE,Fall/Winter
S5730,474410,ST018,02/02/2024,5,14.9,74.5,03 GRAY,Fall/Winter
S5731,474410,ST020,12/13/2024,1,14.9,14.9,76 PURPLE,Fall/Winter
S5732,478730,ST018,06/17/2024,5,49.9,249.5,68 BLUE,Spring/Summer
S5733,474062,ST029,01/22/2024,4,29.9,119.6,30 NATURAL,Fall/Winter
S5734,479157,ST038,09/17/2024,5,49.9,249.5,57 OLIVE,Spring/Summer
S5735,479157,ST020,02/03/2024,2,49.9,99.8,68 BLUE,Fall/Winter
S5736,478568,ST018,01/21/2024,1,69.9,69.9,09 BLACK,Fall/Winter
S5737,479157,ST025,09/13/2024,5,49.9,249.5,57 OLIVE,Spring/Summer
S5738,479004,ST038,03/07/2024,2,39.9,79.8,65 BLUE,Fall/Winter
S5739,479157,ST045,11/12/2024,2,49.9,99.8,57 OLIVE,Fall/Winter
S5740,479004,ST018,07/21/2024,1,39.9,39.9,63 BLUE,Spring/Summer
S5741,479157,ST025,11/25/2024,4,49.9,199.6,19 WINE,Fall/Winter
S5742,479004,ST029,07/26/2024,4,39.9,159.6,69 NAVY,Spring/Summer
